Account,Date,total_trades,net_volume,gross_volume,total_pnl,wins,losses,max_drawdown,num_trades,win_rate,timestamp,value,classification,date,sharpe_ratio,signal
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-03-12,59,139.0,186907.0,121.535562,14,12,-28.666854,59,0.5384615384615384,1710221400,81,Extreme Greed,2024-03-12,0.01700401644189096,Hold
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-04-12,37,-150.0,13134828.0,7591.307059,25,0,0.0,37,1.0,1712899800,79,Extreme Greed,2024-04-12,1.0752637307102142,Hold
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-05-12,33,-6.808442698513772e-14,3068.4,2069.92634,30,0,0.0,33,1.0,1715491800,56,Greed,2024-05-12,0.3009083574963998,Sell
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-06-11,3,0.0,11682.0,-3.41119,0,2,-2.94399,3,0.0,1718083800,74,Greed,2024-06-11,-0.0004958448135389599,Sell
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-06-12,9,0.0,49592.0,-123.870122,0,4,-116.3565,9,0.0,1718170200,72,Greed,2024-06-12,-0.03765024259696361,Sell
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-08-11,15,1.0658141036401503e-14,8023.4,-710.786946,0,10,-195.741504,15,0.0,1723354200,39,Fear,2024-08-11,-0.20765971353671367,Buy
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-10-12,12,0.0,2084672.0,130.883691,7,0,0.0,12,1.0,1728711000,49,Neutral,2024-10-12,0.12407728709241742,Hold
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-12,19,0.0,100694.0,8544.6855,10,0,0.0,19,1.0,1731389400,80,Extreme Greed,2024-11-12,2.18334896581074,Hold
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-12,62,0.0,452804.0,7639.595794,39,0,0.0,62,1.0,1733981400,83,Extreme Greed,2024-12-12,1.6672598204808275,Hold
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-02,21,-6.821210263296962e-13,18870.8,88.50699399999999,12,4,-6.529653,21,0.75,1735795800,70,Greed,2025-01-02,0.019470678763956015,Sell
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-04,9,0.0,228.06,1334.414834,4,0,0.0,9,1.0,1735968600,73,Greed,2025-01-04,0.3184118135596888,Sell
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-04,6,1.1102230246251565e-16,3.8760000000000003,1.1031579999999999,2,1,-0.057424,6,0.6666666666666666,1738647000,72,Greed,2025-02-04,0.00026155971574197407,Sell
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-04,26,0.0,3092470.0,160.127816,19,0,0.0,26,1.0,1741066200,15,Extreme Fear,2025-03-04,0.04874675602232437,Hold
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-01-05,3,0.25129999999999997,0.25129999999999997,0.0,0,0,0.0,3,0.0,1672896600,29,Fear,2023-01-05,0.0,Buy
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-08,1,-16.4860535,16.4860535,0.0,0,0,0.0,1,0.0,1704691800,71,Greed,2024-01-08,0.0,Sell
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-12,3,-3333523.95,3333528.05,13.566929,2,0,0.0,3,1.0,1705037400,71,Greed,2024-01-12,0.19324553393728758,Sell
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-02-12,1,-0.39853,0.39853,0.0,0,0,0.0,1,0.0,1707715800,70,Greed,2024-02-12,0.0,Sell
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-03-08,1,-2023.32184,2023.32184,0.0,0,0,0.0,1,0.0,1709875800,81,Extreme Greed,2024-03-08,0.0,Hold
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-04-08,1,-875.4988657,875.4988657,0.0,0,0,0.0,1,0.0,1712554200,76,Extreme Greed,2024-04-08,0.0,Hold
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-05-09,1,-10818.93703,10818.93703,0.0,0,0,0.0,1,0.0,1715232600,55,Greed,2024-05-09,0.0,Sell
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-06-08,27,-161421.27,165981.27,215.754798,8,13,-0.12379,27,0.38095238095238093,1717824600,72,Greed,2024-06-08,2.2360679547754816,Sell
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-08,11,-2.27451012,2.27451012,0.0,0,0,0.0,11,0.0,1720416600,28,Fear,2024-07-08,0.0,Buy
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-01,2,1.0,1.0,0.0,0,0,0.0,2,0.0,1730439000,75,Extreme Greed,2024-11-01,0.0,Hold
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-01-12,1,-459.0,459.0,0.0,0,0,0.0,1,0.0,1705037400,71,Greed,2024-01-12,0.0,Sell
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-03-12,1,-500.0,500.0,0.0,0,0,0.0,1,0.0,1710221400,81,Extreme Greed,2024-03-12,0.0,Hold
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-05-12,6,402.27394,402.27394,0.0,0,0,0.0,6,0.0,1715491800,56,Greed,2024-05-12,0.0,Sell
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-06-12,20,-10610.96945,11595.03055,0.0,0,0,0.0,20,0.0,1718170200,72,Greed,2024-06-12,0.0,Sell
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-09-12,8,12062.0,12062.0,483.662076,8,0,10.0245,8,1.0,1726119000,31,Fear,2024-09-12,2.236067967251532,Buy
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-12,3,156.92631,156.92631,0.0,0,0,0.0,3,0.0,1728711000,49,Neutral,2024-10-12,0.0,Hold
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,4,-1.59311,1.59311,3721.345649,4,0,828.824038,4,1.0,1731389400,80,Extreme Greed,2024-11-12,2.29185785221356,Hold
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,2,3.0996,3.0996,0.0,0,0,0.0,2,0.0,1733895000,74,Greed,2024-12-11,0.0,Sell
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,12,-263.64999999999986,7859.57,-9655.676981,5,1,-9691.525303,12,0.8333333333333334,1735709400,66,Greed,2025-01-01,-1.918018031023889,Sell
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-01,1,266.73,266.73,0.0,0,0,0.0,1,0.0,1740807000,20,Extreme Fear,2025-03-01,0.0,Hold
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,142,-380.5683,380.5683,0.0,0,0,0.0,142,0.0,1741066200,15,Extreme Fear,2025-03-04,0.0,Hold
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,63,5730.545899999999,12421.7059,863.956464,30,0,0.0,63,1.0,1743658200,25,Fear,2025-04-03,0.19499913265538305,Buy
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,34,380.56820000000005,380.56820000000005,266.39774,34,0,0.00406,34,1.0,1743744600,28,Fear,2025-04-04,0.059750390739203414,Buy
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-02-12,1,5836.59,5836.59,0.0,0,0,0.0,1,0.0,1707715800,70,Greed,2024-02-12,0.0,Sell
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-03-10,5,1.4210854715202004e-13,3776.0,100.375782,3,0,0.0,5,1.0,1710048600,79,Extreme Greed,2024-03-10,0.2771890180062051,Hold
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-03-11,2,129415.0,129415.0,0.0,0,0,0.0,2,0.0,1710135000,82,Extreme Greed,2024-03-11,0.0,Hold
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-04-11,10,-129415.0,129415.0,540.05911,10,0,6.641824,10,1.0,1712813400,76,Extreme Greed,2024-04-11,2.3669631405599647,Hold
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-07-11,16,0.0,81184.0,503.46257599999996,11,0,0.0,16,1.0,1720675800,29,Fear,2024-07-11,1.8585883254800175,Buy
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-11,1,4631.3,4631.3,0.0,0,0,0.0,1,0.0,1728624600,32,Fear,2024-10-11,0.0,Buy
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,4,-4631.299999999999,4631.299999999999,393.07947,4,0,2.16315,4,1.0,1731303000,76,Extreme Greed,2024-11-11,1.4677639177972728,Hold
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-11,4,1685.8000000000002,1685.8000000000002,0.0,0,0,0.0,4,0.0,1733895000,74,Greed,2024-12-11,0.0,Sell
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,1,0.7678,0.7678,0.0,0,0,0.0,1,0.0,1743744600,28,Fear,2025-04-04,0.0,Buy
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-06-12,45,-12341.0,12341.0,0.0,0,0,0.0,45,0.0,1718170200,72,Greed,2024-06-12,0.0,Sell
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,10,290.0,290.0,1762.46,10,0,13.02714,10,1.0,1733981400,83,Extreme Greed,2024-12-12,2.3085056191146878,Hold
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-05-10,1,-2269.151296,2269.151296,0.0,0,0,0.0,1,0.0,1715319000,66,Greed,2024-05-10,0.0,Sell
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-08,1,-7655.26437,7655.26437,0.0,0,0,0.0,1,0.0,1725773400,29,Fear,2024-09-08,0.0,Buy
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-08,1,-5356.19957,5356.19957,0.0,0,0,0.0,1,0.0,1728365400,49,Neutral,2024-10-08,0.0,Hold
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-09,1,-35870.82982,35870.82982,0.0,0,0,0.0,1,0.0,1731130200,75,Extreme Greed,2024-11-09,0.0,Hold
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-10,1,-4512.64906,4512.64906,0.0,0,0,0.0,1,0.0,1731216600,78,Extreme Greed,2024-11-10,0.0,Hold
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-12-08,1,-3054.266604,3054.266604,0.0,0,0,0.0,1,0.0,1733635800,79,Extreme Greed,2024-12-08,0.0,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-01-12,4,0.0,150.0,197.422418,2,0,0.0,4,1.0,1705037400,71,Greed,2024-01-12,2.236067952710265,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-03-12,42,-14908.76,17495.239999999998,30.727222,1,0,0.0,42,1.0,1710221400,81,Extreme Greed,2024-03-12,0.3577450849649135,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-04-12,102,-3066.1,213265.36,910.584797,14,14,-10.198826,102,0.5,1712899800,79,Extreme Greed,2024-04-12,2.3322634762156413,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-05-12,290,16779.81,59318.07,3174.023699,106,12,-158.805986,290,0.8983050847457628,1715491800,56,Greed,2024-05-12,2.3619205762257014,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-06-12,108,4031.52,19701.32,514.886454,32,6,-11.6551,108,0.8421052631578947,1718170200,72,Greed,2024-06-12,0.40244580637579763,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-07-12,180,-20306.738000000005,1274306.804,1040.616939,63,11,-3.056424,180,0.8513513513513513,1720762200,25,Fear,2024-07-12,0.8626366728237225,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-08-12,69,183.35999999999703,336985.7,227.072158,25,2,-1.91433,69,0.9259259259259259,1723440600,25,Fear,2024-08-12,0.19510093927608663,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-09-12,55,-70374.14,78959.29999999999,311.290605,19,3,-2.016795,55,0.8636363636363636,1726119000,31,Fear,2024-09-12,0.25372937350006575,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-12,182,41736.443,152703.09118000002,1474.670598,67,9,-76.40042,182,0.881578947368421,1728711000,49,Neutral,2024-10-12,2.78163280308063,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-12,325,48006.975,78985.9942,1157.689489,109,1,-16.303168,325,0.990909090909091,1731389400,80,Extreme Greed,2024-11-12,2.114374400600174,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,159,1004.4842999999987,302001.12492000003,574.398074,46,15,-156.735648,159,0.7540983606557377,1733981400,83,Extreme Greed,2024-12-12,1.0539374567570228,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,16,944.6274000000001,1972.3126,17.784696,3,0,0.0,16,1.0,1735709400,66,Greed,2025-01-01,0.029624439667968107,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,33,10774.44732,15512.529719999999,526.448209,23,2,-102.485175,33,0.92,1735795800,70,Greed,2025-01-02,0.920514289185888,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,27,-5715.19708,6944.968080000001,109.593094,12,6,-31.97183,27,0.6666666666666666,1735882200,74,Greed,2025-01-03,0.24188315356310358,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,19,11230.019100000001,12243.8809,-680.287463,6,12,-346.754591,19,0.3333333333333333,1735968600,73,Greed,2025-01-04,-1.345751074434144,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,7,-6630.11,6630.11,37.385304,1,0,0.0,7,1.0,1736055000,72,Greed,2025-01-05,0.08612893733682617,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,90,958.3272700000001,13293.83987,677.276764,43,2,-26.97532,90,0.9555555555555556,1738387800,68,Greed,2025-02-01,1.2787006919919268,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,108,10494.662760000001,20788.26156,-782.6517170000001,27,11,-558.45657,108,0.7105263157894737,1738474200,60,Greed,2025-02-02,-1.2928608519575207,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,21,-1782.93116,1815.72164,349.12092600000005,8,0,0.0,21,1.0,1738560600,44,Fear,2025-02-03,0.5476690505093271,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,4,5118.12,5431.92,93.006465,3,0,0.0,4,1.0,1738647000,72,Greed,2025-02-04,0.17158922517656797,Sell
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,102,-1119.3300000000002,17417.19,846.655814,24,22,-9.326694,102,0.5217391304347826,1740807000,20,Extreme Fear,2025-03-01,1.322851991408037,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,182,-5110.2245,32402.607659999998,2440.916534,73,11,-109.979562,182,0.8690476190476191,1740893400,26,Fear,2025-03-02,2.048198477475546,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,33,-10.61760000000003,1099.38668,376.017126,12,4,-80.19718,33,0.75,1740979800,33,Fear,2025-03-03,0.3977157209773501,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,14,718.2097,1019.9971,7.052034,2,0,0.0,14,1.0,1741066200,15,Extreme Fear,2025-03-04,0.007059115019208995,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,57,-2269.20298,7620.59584,73.451675,15,2,-81.692487,57,0.8823529411764706,1743485400,34,Fear,2025-04-01,0.07328617458816782,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,34,3439.5155999999997,9233.5444,874.3810560000001,16,2,-0.7774,34,0.8888888888888888,1743571800,44,Fear,2025-04-02,0.871755936706812,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,32,4169.69226,4413.69226,444.266681,7,0,0.0,32,1.0,1743658200,25,Fear,2025-04-03,1.2844904181520063,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,2,53.11,53.11,0.0,0,0,0.0,2,0.0,1743744600,28,Fear,2025-04-04,0.0,Buy
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,38,-2826.9573,4506.9573,8.594753,4,1,-16.868948,38,0.8,1746077400,53,Neutral,2025-05-01,0.02266894170631205,Hold
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-02,3,24.007779999999997,220.00778,32.72269,1,0,0.0,3,1.0,1746163800,67,Greed,2025-05-02,0.08497546306299142,Sell
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-04,16,-3.5388358909926865e-16,6.91736,444.205198,10,0,0.0,16,1.0,1738647000,72,Greed,2025-02-04,1.8815914477244258,Sell
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,19,1224.17,1224.17,0.0,0,0,0.0,19,0.0,1740979800,33,Fear,2025-03-03,0.0,Buy
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,60,8629.61,8629.61,0.0,0,0,0.0,60,0.0,1741066200,15,Extreme Fear,2025-03-04,0.0,Hold
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,155,33796.67,33796.67,0.0,0,0,0.0,155,0.0,1743658200,25,Fear,2025-04-03,0.0,Buy
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,51,71175.09999999999,71175.09999999999,0.0,0,0,0.0,51,0.0,1743744600,28,Fear,2025-04-04,0.0,Buy
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-04,29,33.4358,38.3674,0.840939,2,0,0.0,29,1.0,1704346200,68,Greed,2024-01-04,2.2360916405471336,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-05,14,29.825,29.825,0.0,0,0,0.0,14,0.0,1704432600,72,Greed,2024-01-05,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-07,13,-17.5032,27.8928,1202.488212,9,0,0.0,13,1.0,1704605400,71,Greed,2024-01-07,2.2364584675407593,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-08,13,45.8131,45.8131,0.0,0,0,0.0,13,0.0,1704691800,71,Greed,2024-01-08,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-10,4,2.25636,2.25636,0.0,0,0,0.0,4,0.0,1704864600,73,Greed,2024-01-10,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-11,9,0.43418999999999996,3.29527,1040.5747959999999,2,0,0.0,9,1.0,1704951000,76,Extreme Greed,2024-01-11,1.6866446023056996,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-12,27,-1.2411599999999998,6.21406,337.835516,16,0,0.0,27,1.0,1705037400,71,Greed,2024-01-12,0.5901790395599873,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-04,37,-49.9373,65.6049,883.760812,12,0,0.0,37,1.0,1707024600,60,Greed,2024-02-04,1.8091797192412034,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-08,36,97.6652692,98.4693308,0.0,0,0,0.0,36,0.0,1707370200,66,Greed,2024-02-08,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-09,2,12.3657,12.3657,0.0,0,0,0.0,2,0.0,1707456600,72,Greed,2024-02-09,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-10,4,1.64099,1.64099,0.0,0,0,0.0,4,0.0,1707543000,74,Greed,2024-02-10,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-11,2,0.58072,0.58072,0.0,0,0,0.0,2,0.0,1707629400,71,Greed,2024-02-11,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-12,17,0.20996999999999988,3.13029,754.7378,6,0,0.0,17,1.0,1707715800,70,Greed,2024-02-12,2.2360679709116846,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-05,23,-90.4724,90.4724,5319.861625,16,0,0.0,23,1.0,1709616600,90,Extreme Greed,2024-03-05,2.295133907802804,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-07,10,31.2222,31.2222,1118.387284,4,0,0.0,10,1.0,1709789400,82,Extreme Greed,2024-03-07,0.5030139772636375,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-08,13,38.343199999999996,38.343199999999996,0.0,0,0,0.0,13,0.0,1709875800,81,Extreme Greed,2024-03-08,0.0,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-10,4,1.99039,1.99039,0.0,0,0,0.0,4,0.0,1710048600,79,Extreme Greed,2024-03-10,0.0,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-11,4,1.61818,1.61818,0.0,0,0,0.0,4,0.0,1710135000,82,Extreme Greed,2024-03-11,0.0,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-12,9,0.009719999999999951,2.96252,1467.1002210000001,4,0,0.0,9,1.0,1710221400,81,Extreme Greed,2024-03-12,2.0412729083935277,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,32,-28.284299999999998,28.284299999999998,0.0,0,0,0.0,32,0.0,1712208600,70,Greed,2024-04-04,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,6,-17.2829,17.2829,0.0,0,0,0.0,6,0.0,1712295000,79,Extreme Greed,2024-04-05,0.0,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,14,80.7058,80.7058,0.0,0,0,0.0,14,0.0,1712467800,78,Extreme Greed,2024-04-07,0.0,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,72,-206.2531,337.5639,-108604.496278,0,60,-18360.67007,72,0.0,1712554200,76,Extreme Greed,2024-04-08,-2.228352506574489,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,1,14.7408,14.7408,0.0,0,0,0.0,1,0.0,1712640600,80,Extreme Greed,2024-04-09,0.0,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,26,-1.5867,6.2777,2259.351364,13,0,0.0,26,1.0,1712813400,76,Extreme Greed,2024-04-11,0.04626802259040425,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,13,1.87005,2.72185,291.35271,3,0,0.0,13,1.0,1712899800,79,Extreme Greed,2024-04-12,0.005962559295631893,Hold
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,10,52.7373,52.7373,4444.4983010000005,7,0,0.0,10,1.0,1714800600,67,Greed,2024-05-04,0.08999934022277473,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,4,-7.6288,7.6288,0.0,0,0,0.0,4,0.0,1714887000,69,Greed,2024-05-05,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,20,91.819,91.819,0.0,0,0,0.0,20,0.0,1715059800,68,Greed,2024-05-07,0.0,Sell
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,17,-1.4024999999999999,85.3977,-4779.219012,0,2,-4308.400952,17,0.0,1715146200,64,Greed,2024-05-08,-1.4631193746390614,Sell
